1,3.734308175
2,4.674198763
3,4.562165973
4,4.159783336
5,4.055721901
6,4.0520491
7,4.8483762
8,5.9447034
9,7.041030599
10,8.137357799
11,9.233684926
12,10.3300121
13,11.81867876
14,12.35508432
15,12.8376121
16,12.91365376
17,13.5086121
18,14.057371
19,14.82094543
20,14.44987876
21,14.19038
22,14.822788
23,15.98265376
24,16.72986765
25,17.3023853
26,17.9462251
27,18.24273591
28,18.8339047
29,19.3777445
30,19.2521584
31,19.15999044
32,19.0009862
33,18.8754001
34,18.13609599
35,17.80737876
36,17.91877876
37,18.0499443
38,18.14482877
39,18.3122754
40,18.73644543
41,19.471687
42,19.77519181
43,20.0786966
44,19.9421701
45,20.15577876
46,20.37745184
47,20.6166121
48,20.8557724
49,21.75007876
50,22.23577876
51,22.5357788
52,22.8357788
53,23.1357788
54,23.4194911
55,23.7357788
56,24.0357788
57,24.3357788
58,24.1091735
59,24.1091735
60,24.1091735
61,23.7109173
62,23.3109173
63,23.30536136
64,23.698054
65,24.0942495
66,24.67657641
67,24.7551589
68,24.8551589
69,24.45515891
70,24.45515891
71,25.1551589
72,25.2551589
73,25.3551589
74,25.52501016
75,25.5551589
76,26.0551589
77,26.7551589
78,27.50326897
79,27.8308223
80,27.308223
81,27.208223
82,26.83082231
83,26.7308223
84,26.0760209
85,25.6986202
86,25.6212195
87,25.71182092
88,26.18188871
89,26.18188871
90,26.18188871
91,26.18188871
92,26.18188871
93,26.18188871
94,26.818887
95,27.1818887
96,27.45198047
97,28.2078921
98,29.008938
99,29.3338955
100,29.54578808
101,29.3456805
102,29.2456805
103,29.106805
104,29.14568054
105,29.5982416
106,30.7068068
107,31.319372
108,31.9319372
